counter,    accel.x,    accel.y,    accel.z,    gyro.p,    gyro.q,    gyro.r,    rot->phi,    rot->theta,    rot->psi,    rates->p,    rates->q,    rates->r,    pos->x, pos->y, pos->z,    COMMAND_THRUST,    COMMAND_ROLL,    COMMAND_PITCH,    COMMAND_YAW,    rpm_obs[0],    rpm_obs[1],    rpm_obs[2],    rpm_obs[3],    dr_state.x,    dr_state.y
3907,-2558,261,-4929,-215,-2325,-189,0.001597,-0.409946,-1.101583,-0.018799,-0.554443,-0.067383,-3.636719,3.609375,-1.609375,5623,-62,-280,-1091,8666,7678,8880,7787,0.036475,0.000117
3908,-4538,-187,-13706,-189,-4088,93,0.001532,-0.411810,-1.101579,-0.012451,-0.984863,0.001465,-3.636719,3.609375,-1.609375,5624,-64,18,-1097,8646,7665,8910,7801,0.037447,0.000123
3909,3205,-497,-14915,2,-2687,95,0.001599,-0.413076,-1.101337,0.034180,-0.642822,0.001953,-3.636719,3.609375,-1.609375,5627,-92,-187,-1103,8661,7693,8911,7806,0.038434,0.000129
3910,3594,104,-5233,-150,-1268,-132,0.001600,-0.413409,-1.101485,-0.002930,-0.296387,-0.053467,-3.636719,3.609375,-1.609375,5629,-73,-418,-1098,8661,7672,8920,7810,0.039435,0.000135
3911,-2910,810,-9652,-573,-2436,-141,0.001467,-0.414476,-1.101512,-0.106201,-0.581543,-0.055664,-3.636719,3.609375,-1.609375,5630,-9,-236,-1093,8643,7666,8934,7816,0.040452,0.000141
3912,-2836,-505,-14958,-403,-3404,98,0.001335,-0.416076,-1.101598,-0.064697,-0.817871,0.002686,-3.636719,3.609375,-1.609375,5631,-27,-68,-1097,8647,7681,8946,7822,0.041483,0.000147
3913,3040,-622,-10044,-139,-1979,128,0.001335,-0.416944,-1.101537,-0.000244,-0.469971,0.010010,-3.636719,3.609375,-1.609375,5634,-61,-288,-1103,8644,7674,8942,7828,0.042530,0.000153
3914,551,483,-6246,-427,-1427,-32,0.001269,-0.417478,-1.101535,-0.070557,-0.335205,-0.029053,-3.636719,3.609375,-1.609375,5635,-17,-381,-1102,8645,7660,8943,7832,0.043591,0.000160
3915,-2433,226,-14153,-638,-2220,-104,0.001002,-0.418480,-1.101473,-0.122070,-0.528809,-0.046631,-3.636719,3.609375,-1.609375,5636,16,-258,-1098,8621,7650,8957,7858,0.044668,0.000166
3916,-1877,-631,-12036,-257,-2983,126,0.000936,-0.419816,-1.101410,-0.029053,-0.715088,0.009521,-3.636719,3.609375,-1.609375,5638,-32,-123,-1103,8641,7650,8956,7856,0.045760,0.000173
3917,2514,-39,-8136,-17,-1961,305,0.001003,-0.420619,-1.101288,0.029541,-0.465576,0.053223,-3.636719,3.609375,-1.609375,5640,-69,-277,-1118,8644,7645,8976,7859,0.046866,0.000179
3918,-54,724,-10655,-335,-1484,65,0.000869,-0.421220,-1.101227,-0.048096,-0.349121,-0.005371,-3.636719,3.609375,-1.609375,5641,-27,-354,-1123,8628,7637,8981,7873,0.047988,0.000186
3919,-2826,-280,-12855,-566,-2373,-150,0.000736,-0.422224,-1.101493,-0.104492,-0.566162,-0.057861,-3.636719,3.609375,-1.609375,5642,6,-208,-1119,8631,7630,8987,7870,0.049125,0.000193
3920,-710,-529,-9219,-161,-2994,163,0.000736,-0.423629,-1.101130,-0.005615,-0.717773,0.018555,-3.636719,3.609375,-1.609375,5643,-49,-90,-1128,8631,7630,8971,7890,0.050277,0.000200
3921,2501,-31,-9642,-209,-1782,289,0.000670,-0.424299,-1.101129,-0.017334,-0.421875,0.049316,-3.628906,3.589844,-1.609375,5646,-44,-272,-1144,8644,7631,8994,7885,0.051444,0.000207
3922,1161,-75,-12355,-507,-921,-119,0.000469,-0.424701,-1.101187,-0.090088,-0.211670,-0.050293,-3.628906,3.589844,-1.609375,5647,-3,-418,-1141,8651,7630,8991,7894,0.052626,0.000213
3923,-3867,-29,-8697,-523,-1937,-350,0.000402,-0.425505,-1.101365,-0.093994,-0.459717,-0.106689,-3.628906,3.589844,-1.609375,5647,1,-261,-1128,8637,7622,8994,7882,0.053824,0.000220
3924,-868,136,-9253,-383,-2988,89,0.000335,-0.426846,-1.101421,-0.059814,-0.716309,0.000488,-3.628906,3.589844,-1.609375,5649,-14,-77,-1132,8649,7624,8998,7882,0.055037,0.000228
3925,3212,-12,-12461,-514,-1680,139,0.000067,-0.427650,-1.101120,-0.091797,-0.396973,0.012695,-3.628906,3.589844,-1.609375,5651,6,-275,-1139,8632,7601,8992,7897,0.056265,0.000235
3926,2583,-195,-12082,-605,-873,-333,-0.000067,-0.427784,-1.101329,-0.114014,-0.199951,-0.102539,-3.628906,3.589844,-1.609375,5652,23,-409,-1124,8654,7607,8990,7897,0.057508,0.000242
3927,-2164,-131,-10933,-566,-1885,-464,-0.000134,-0.428657,-1.101597,-0.104492,-0.447021,-0.134521,-3.628906,3.589844,-1.609375,5652,22,-251,-1102,8657,7606,9014,7911,0.058767,0.000249
3928,-2568,419,-11269,-348,-2918,263,-0.000269,-0.429932,-1.101564,-0.051270,-0.699219,0.042969,-3.628906,3.589844,-1.609375,5654,-6,-69,-1110,8637,7611,8994,7898,0.060041,0.000256
3929,3156,-168,-11269,-204,-1338,268,-0.000336,-0.430537,-1.101412,-0.016113,-0.313477,0.044189,-3.628906,3.589844,-1.609375,5656,-28,-313,-1120,8658,7590,9015,7913,0.061330,0.000263
3930,1163,-724,-7211,-69,-370,-394,-0.000269,-0.430537,-1.101472,0.016846,-0.077148,-0.117432,-3.628906,3.589844,-1.609375,5657,-54,-480,-1102,8670,7596,9006,7920,0.062635,0.000271
3931,-4533,861,-10728,-298,-2166,-180,-0.000269,-0.431477,-1.101619,-0.039062,-0.515625,-0.065186,-3.628906,3.589844,-1.609375,5657,-27,-195,-1091,8671,7598,9019,7933,0.063955,0.000278
3932,-1906,912,-14596,-370,-2746,520,-0.000403,-0.432754,-1.101315,-0.056641,-0.657227,0.105713,-3.628906,3.589844,-1.609375,5658,-19,-84,-1113,8671,7597,9001,7940,0.065290,0.000285
3933,4238,-588,-10479,-316,-666,204,-0.000538,-0.432956,-1.101225,-0.043457,-0.149414,0.028564,-3.628906,3.589844,-1.609375,5660,-29,-415,-1122,8650,7603,8990,7938,0.066641,0.000293
3934,757,-680,-8680,-215,-178,-361,-0.000538,-0.432956,-1.101466,-0.018799,-0.030273,-0.109375,-3.628906,3.589844,-1.609375,5661,-44,-511,-1107,8661,7602,9019,7926,0.068006,0.000300
3935,-4898,722,-10796,-346,-1998,87,-0.000538,-0.433696,-1.101193,-0.050781,-0.474609,0.000000,-3.628906,3.589844,-1.609375,5661,-28,-226,-1112,8657,7579,9014,7953,0.069388,0.000307
3936,-745,12,-10128,-228,-2074,322,-0.000673,-0.434705,-1.101069,-0.021973,-0.493164,0.057373,-3.628906,3.589844,-1.609375,5662,-46,-204,-1127,8652,7602,9029,7950,0.070785,0.000315
3937,2383,-788,-8470,-165,-1233,-76,-0.000606,-0.435176,-1.101128,-0.006592,-0.287842,-0.039795,-3.628906,3.589844,-1.609375,5664,-57,-328,-1126,8656,7605,9035,7933,0.072197,0.000322
3938,-113,417,-14286,-335,-1364,-490,-0.000606,-0.435714,-1.101458,-0.048096,-0.319824,-0.140869,-3.636719,3.558594,-1.597656,5664,-34,-302,-1105,8654,7581,9025,7963,0.073624,0.000330
3939,-1520,851,-13641,-455,-1804,139,-0.000808,-0.436455,-1.101366,-0.077393,-0.427246,0.012695,-3.636719,3.558594,-1.597656,5665,-16,-224,-1110,8637,7593,9044,7942,0.075067,0.000337
3940,1557,-1110,-6311,-56,-1340,359,-0.000809,-0.436994,-1.101003,0.020020,-0.313965,0.066406,-3.636719,3.558594,-1.597656,5666,-73,-294,-1127,8639,7604,9049,7966,0.076526,0.000344
3941,659,-871,-7996,231,-780,-246,-0.000539,-0.437263,-1.101092,0.090088,-0.177246,-0.081299,-3.636719,3.558594,-1.597656,5667,-122,-387,-1117,8647,7604,9034,7944,0.077999,0.000352
3942,-1667,939,-15275,-126,-1194,-263,-0.000404,-0.437668,-1.101332,0.002930,-0.278320,-0.085449,-3.636719,3.558594,-1.597656,5668,-80,-325,-1105,8639,7584,9050,7966,0.079489,0.000359
3943,-1227,883,-10414,-313,-1447,342,-0.000607,-0.438274,-1.101210,-0.042725,-0.340088,0.062256,-3.636719,3.558594,-1.597656,5668,-54,-284,-1120,8615,7606,9059,7958,0.080993,0.000367
3944,745,-466,-7508,-239,-1020,228,-0.000742,-0.438746,-1.101089,-0.024658,-0.235840,0.034424,-3.636719,3.558594,-1.597656,5669,-65,-352,-1131,8634,7608,9066,7963,0.082513,0.000374
3945,-710,-134,-13667,-457,-671,-289,-0.000674,-0.439016,-1.101028,-0.077637,-0.150635,-0.091797,-3.636719,3.558594,-1.597656,5670,-32,-414,-1119,8635,7608,9075,7959,0.084049,0.000382
3946,-3348,712,-11898,-690,-1418,-326,-0.001012,-0.439488,-1.101177,-0.134521,-0.333008,-0.100830,-3.636719,3.558594,-1.597656,5671,7,-294,-1105,8622,7609,9086,7966,0.085600,0.000389
3947,-2123,258,-9836,-573,-1898,-41,-0.001147,-0.440365,-1.101325,-0.105957,-0.450195,-0.031250,-3.636719,3.558594,-1.597656,5671,0,-204,-1102,8606,7602,9073,7945,0.087166,0.000397
3948,1335,-661,-9149,-241,-1377,61,-0.001147,-0.440972,-1.101293,-0.025146,-0.322998,-0.006348,-3.636719,3.558594,-1.597656,5673,-42,-274,-1103,8622,7608,9068,7966,0.088748,0.000404
3949,1616,-617,-12287,-209,-457,-276,-0.001148,-0.441040,-1.101565,-0.017090,-0.098389,-0.088623,-3.636719,3.558594,-1.597656,5674,-47,-424,-1088,8619,7608,9069,7957,0.090345,0.000412
3950,-2233,-4,-10041,-209,-963,-379,-0.001013,-0.441377,-1.101504,-0.017090,-0.221924,-0.113525,-3.636719,3.558594,-1.597656,5674,-50,-349,-1068,8627,7609,9101,7966,0.091958,0.000419
3951,-1702,-87,-9708,-180,-1972,13,-0.000945,-0.442187,-1.101532,-0.010010,-0.468262,-0.017822,-3.636719,3.558594,-1.597656,5675,-57,-178,-1064,8621,7600,9089,7956,0.093587,0.000427
3952,2145,-551,-11845,-58,-1133,135,-0.000946,-0.442728,-1.101409,0.019775,-0.263428,0.011963,-3.636719,3.558594,-1.597656,5676,-79,-304,-1066,8601,7608,9078,7971,0.095230,0.000434
3953,2346,63,-9751,-122,226,-100,-0.000946,-0.442525,-1.101500,0.004150,0.068359,-0.045410,-3.636719,3.558594,-1.597656,5677,-74,-534,-1059,8627,7612,9079,7976,0.096890,0.000442
3954,-1156,588,-9427,-422,-215,-19,-0.001013,-0.442390,-1.101500,-0.069092,-0.039307,-0.025635,-3.636719,3.558594,-1.597656,5677,-33,-486,-1055,8611,7613,9078,7960,0.098564,0.000449
3955,-2014,326,-11330,-680,-786,335,-0.001419,-0.442660,-1.101319,-0.132080,-0.178711,0.060791,-3.636719,3.519531,-1.609375,5676,8,-410,-1069,8596,7617,9077,7987,0.100255,0.000457
3956,-231,-65,-9282,-749,-531,156,-0.001689,-0.442863,-1.101228,-0.148926,-0.116455,0.017090,-3.636719,3.519531,-1.609375,5677,27,-459,-1076,8608,7604,9107,7996,0.101960,0.000464
3957,-231,-65,-9282,-749,-531,156,-0.001689,-0.442863,-1.101228,-0.148926,-0.116455,0.017090,-3.636719,3.519531,-1.609375,5677,37,-465,-1085,8599,7606,9103,7998,0.103681,0.000472
3958,-1478,265,-8557,-749,-754,-130,-0.002095,-0.443336,-1.101377,-0.148926,-0.170898,-0.052734,-3.636719,3.519531,-1.609375,5677,46,-430,-1081,8588,7599,9085,8013,0.105418,0.000479
3959,152,-756,-14018,-540,-510,353,-0.002433,-0.443538,-1.101256,-0.097900,-0.111328,0.065186,-3.636719,3.519531,-1.609375,5678,25,-472,-1099,8570,7582,9109,8023,0.107170,0.000487
3960,-1808,-1007,-1672,-87,-189,-32,-0.002433,-0.443538,-1.101105,0.012695,-0.032959,-0.028809,-3.636719,3.519531,-1.609375,5678,-42,-531,-1100,8585,7558,9111,8036,0.108937,0.000494
3961,-2494,244,-10375,-32,-1277,-425,-0.002231,-0.444079,-1.101345,0.026123,-0.298584,-0.124756,-3.636719,3.519531,-1.609375,5678,-57,-351,-1083,8578,7569,9105,8069,0.110720,0.000501
3962,-927,800,-19520,-235,-1669,-104,-0.002232,-0.444755,-1.101403,-0.023438,-0.394287,-0.046387,-3.636719,3.519531,-1.609375,5679,-34,-270,-1079,8575,7560,9118,8066,0.112518,0.000508
3963,2819,195,-10812,-298,-802,47,-0.002299,-0.445026,-1.101493,-0.038818,-0.182617,-0.009521,-3.636719,3.519531,-1.609375,5680,-29,-395,-1080,8565,7560,9110,8063,0.114331,0.000515
3964,-1510,-112,-2091,-217,-318,-200,-0.002232,-0.445026,-1.101645,-0.019043,-0.064453,-0.069824,-3.636719,3.519531,-1.609375,5681,-43,-472,-1069,8566,7552,9128,8081,0.116160,0.000523
3965,-2081,-17,-13974,-490,-1312,-401,-0.002300,-0.445634,-1.101613,-0.085693,-0.307129,-0.118896,-3.636719,3.519531,-1.609375,5681,-5,-307,-1048,8564,7537,9115,8076,0.118004,0.000530
3966,1166,309,-16215,-407,-1499,-102,-0.002436,-0.446311,-1.101732,-0.065430,-0.352783,-0.045898,-3.636719,3.519531,-1.609375,5682,-15,-264,-1040,8572,7534,9126,8090,0.119864,0.000537
3967,2187,463,-4634,-398,-396,193,-0.002571,-0.446378,-1.101672,-0.063232,-0.083496,0.026123,-3.636719,3.519531,-1.609375,5683,-14,-437,-1044,8565,7565,9113,8074,0.121739,0.000543
3968,1136,58,-3884,-366,-252,95,-0.002639,-0.446446,-1.101641,-0.055420,-0.048340,0.002197,-3.636719,3.519531,-1.609375,5683,-17,-467,-1045,8569,7549,9105,8072,0.123630,0.000550
3969,-1294,-385,-14579,-396,-662,-50,-0.002775,-0.446514,-1.101731,-0.062744,-0.148438,-0.033203,-3.636719,3.519531,-1.609375,5683,-12,-410,-1040,8572,7547,9121,8087,0.125536,0.000557
3970,-1020,-753,-13977,-89,-1111,163,-0.002775,-0.446920,-1.101398,0.012207,-0.258057,0.018799,-3.636719,3.519531,-1.609375,5683,-58,-337,-1046,8576,7561,9110,8069,0.127457,0.000564
3971,194,-34,-4073,32,-706,322,-0.002640,-0.447191,-1.101306,0.041748,-0.159180,0.057617,-3.636719,3.519531,-1.609375,5684,-81,-399,-1061,8561,7561,9097,8070,0.129394,0.000570
3972,-511,78,-6783,-100,-453,26,-0.002640,-0.447326,-1.101306,0.009521,-0.097412,-0.014648,-3.636719,3.519531,-1.609375,5684,-69,-441,-1063,8561,7565,9114,8082,0.131346,0.000577
3973,-1626,-126,-16450,-292,-819,-154,-0.002708,-0.447664,-1.101336,-0.037354,-0.186768,-0.058594,-3.648438,3.488281,-1.597656,5685,-45,-383,-1058,8566,7562,9117,8075,0.133314,0.000584
3974,-1279,753,-11103,-422,-651,54,-0.002844,-0.447732,-1.101456,-0.069092,-0.145752,-0.007812,-3.648438,3.488281,-1.597656,5685,-25,-413,-1061,8554,7573,9107,8091,0.135297,0.000590
3975,-592,941,-6362,-821,-468,85,-0.003183,-0.447935,-1.101455,-0.166504,-0.101074,-0.000244,-3.648438,3.488281,-1.597656,5685,38,-444,-1065,8552,7564,9102,8079,0.137295,0.000596
3976,-821,-134,-13474,-882,-706,-374,-0.003387,-0.448071,-1.101485,-0.181396,-0.159180,-0.112305,-3.648438,3.488281,-1.597656,5686,59,-408,-1049,8557,7576,9117,8094,0.139309,0.000603
3977,-563,-622,-15077,-448,-618,-261,-0.003455,-0.448274,-1.101606,-0.075439,-0.137695,-0.084717,-3.648438,3.488281,-1.597656,5686,7,-424,-1035,8546,7564,9128,8078,0.141338,0.000609
3978,592,-278,-9355,-47,-278,252,-0.003455,-0.448274,-1.101606,0.022461,-0.054688,0.040527,-3.648438,3.488281,-1.597656,5686,-48,-484,-1044,8551,7580,9115,8097,0.143382,0.000615
3979,191,-361,-8929,-21,178,-82,-0.003386,-0.448138,-1.101606,0.028809,0.056641,-0.041016,-3.648438,3.488281,-1.597656,5686,-58,-572,-1038,8532,7559,9122,8094,0.145442,0.000621
3980,-2376,-439,-10387,-30,-671,-501,-0.003251,-0.448342,-1.101848,0.026611,-0.150635,-0.143311,-3.648438,3.488281,-1.597656,5686,-65,-443,-1013,8539,7571,9136,8102,0.147516,0.000627
3981,-2287,1098,-11057,-119,-1671,-235,-0.003049,-0.449019,-1.101816,0.004883,-0.394775,-0.078369,-3.648438,3.488281,-1.597656,5686,-60,-269,-998,8553,7564,9123,8102,0.149607,0.000632
3982,2157,1510,-13614,-584,-1076,348,-0.003321,-0.449358,-1.101724,-0.108643,-0.249512,0.063965,-3.648438,3.488281,-1.597656,5688,6,-347,-1008,8540,7571,9130,8113,0.151712,0.000638
3983,2538,-7,-11480,-1009,420,119,-0.003795,-0.449155,-1.101664,-0.212402,0.115723,0.008057,-3.648438,3.488281,-1.597656,5688,75,-592,-1010,8522,7560,9138,8110,0.153833,0.000644
3984,-2639,-419,-8149,-852,-193,-220,-0.004065,-0.449087,-1.101786,-0.174072,-0.033936,-0.074707,-3.648438,3.488281,-1.597656,5688,68,-506,-997,8526,7565,9142,8098,0.155969,0.000649
3985,-2610,122,-9630,-529,-1497,296,-0.004270,-0.449629,-1.101693,-0.095215,-0.352295,0.051270,-3.648438,3.488281,-1.597656,5688,34,-293,-1009,8517,7549,9125,8138,0.158121,0.000654
3986,2150,-788,-12396,-202,-671,435,-0.004406,-0.449900,-1.101238,-0.015381,-0.150635,0.085205,-3.648438,3.488281,-1.597656,5689,-10,-419,-1028,8534,7575,9125,8136,0.160287,0.000660
3987,-966,-1176,-8678,252,-89,-187,-0.004135,-0.449764,-1.101329,0.095459,-0.008545,-0.066650,-3.648438,3.488281,-1.597656,5689,-85,-513,-1021,8522,7558,9123,8136,0.162469,0.000665
3988,-3916,417,-12055,398,-1512,-193,-0.003797,-0.450375,-1.101358,0.131104,-0.355957,-0.068115,-3.648438,3.488281,-1.597656,5689,-121,-275,-1013,8531,7548,9109,8143,0.164667,0.000670
3989,-514,1039,-14697,331,-1734,363,-0.003595,-0.451053,-1.101326,0.114746,-0.410156,0.067627,-3.648438,3.488281,-1.597656,5690,-128,-219,-1030,8521,7565,9114,8148,0.166879,0.000674
3990,3333,87,-9157,-4,-34,-67,-0.003527,-0.451120,-1.101174,0.032959,0.004883,-0.037354,-3.648438,3.449219,-1.597656,5691,-92,-487,-1028,8534,7560,9108,8125,0.169107,0.000679
3991,-590,636,-8603,-241,241,-451,-0.003458,-0.450917,-1.101266,-0.024902,0.072021,-0.131104,-3.648438,3.449219,-1.597656,5691,-62,-545,-1008,8515,7570,9119,8141,0.171350,0.000684
3992,-3542,1285,-12473,-621,-669,87,-0.003731,-0.451120,-1.101386,-0.117676,-0.150146,0.000244,-3.648438,3.449219,-1.597656,5691,-1,-412,-1011,8512,7586,9121,8124,0.173608,0.000688
3993,-1271,436,-12918,-584,-431,368,-0.003866,-0.451188,-1.101295,-0.108643,-0.092041,0.068848,-3.648438,3.449219,-1.597656,5691,2,-458,-1026,8527,7574,9117,8140,0.175882,0.000693
3994,1955,-1600,-7104,-222,823,-178,-0.004001,-0.450781,-1.101447,-0.020264,0.214111,-0.064453,-3.648438,3.449219,-1.597656,5691,-41,-680,-1018,8513,7593,9120,8129,0.178170,0.000697
3995,-1569,-712,-8627,-37,187,-564,-0.003729,-0.450578,-1.101691,0.024902,0.058838,-0.158691,-3.648438,3.449219,-1.597656,5691,-67,-600,-991,8504,7591,9126,8124,0.180474,0.000701
3996,-4002,512,-13684,23,-1076,-23,-0.003595,-0.450849,-1.101568,0.039551,-0.249512,-0.026611,-3.648438,3.449219,-1.597656,5690,-81,-401,-986,8514,7584,9120,8127,0.182793,0.000705
3997,1574,-395,-11692,252,-444,108,-0.003459,-0.451053,-1.101507,0.095459,-0.095215,0.005371,-3.648438,3.449219,-1.597656,5691,-120,-499,-987,8493,7591,9141,8127,0.185127,0.000709
3998,1458,-512,-7696,183,396,-401,-0.003255,-0.450781,-1.101690,0.078613,0.109863,-0.118896,-3.648438,3.449219,-1.597656,5691,-120,-640,-965,8480,7571,9152,8144,0.187477,0.000713
3999,-2073,795,-12862,-337,-503,-324,-0.003188,-0.450849,-1.101963,-0.048340,-0.109619,-0.100098,-3.648438,3.449219,-1.597656,5691,-50,-500,-945,8477,7571,9149,8147,0.189841,0.000717
4000,-2937,1132,-11042,-470,-1381,215,-0.003391,-0.451460,-1.101810,-0.080811,-0.323975,0.031494,-3.648438,3.449219,-1.597656,5691,-24,-348,-948,8458,7572,9170,8165,0.192221,0.000721
4001,2415,-480,-8637,-396,-640,198,-0.003528,-0.451663,-1.101536,-0.062744,-0.143066,0.027344,-3.648438,3.449219,-1.597656,5692,-27,-453,-952,8457,7580,9169,8153,0.194616,0.000724
4002,1741,-541,-12514,-507,200,-71,-0.003663,-0.451460,-1.101597,-0.089844,0.062012,-0.038330,-3.648438,3.449219,-1.597656,5692,-4,-589,-946,8428,7574,9175,8170,0.197026,0.000728
4003,-2275,-107,-12396,-523,-305,137,-0.003799,-0.451460,-1.101567,-0.093750,-0.061279,0.012451,-3.648438,3.449219,-1.597656,5692,5,-515,-949,8433,7576,9182,8173,0.199451,0.000731
4004,-2563,-427,-5298,-268,-1052,387,-0.004003,-0.451867,-1.101445,-0.031494,-0.243652,0.073486,-3.648438,3.449219,-1.597656,5692,-25,-391,-965,8435,7562,9165,8183,0.201891,0.000734
4005,-110,-348,-9466,-137,-1205,159,-0.004004,-0.452409,-1.101322,0.000488,-0.281006,0.017822,-3.648438,3.449219,-1.597656,5692,-43,-350,-973,8443,7584,9165,8173,0.204346,0.000738
4006,1107,207,-17301,-425,-636,-2,-0.004072,-0.452613,-1.101200,-0.069824,-0.142090,-0.021484,-3.648438,3.449219,-1.597656,5693,-3,-429,-975,8444,7564,9138,8184,0.206816,0.000741
4007,-1306,1007,-12592,-823,-381,268,-0.004480,-0.452681,-1.101078,-0.166992,-0.079590,0.044434,-3.648438,3.406250,-1.597656,5694,59,-468,-990,8444,7581,9157,8186,0.209301,0.000743
4008,-1663,-331,-5833,-961,-799,383,-0.004955,-0.453020,-1.100865,-0.200684,-0.181641,0.072510,-3.648438,3.406250,-1.597656,5694,91,-399,-1010,8444,7587,9157,8173,0.211802,0.000746
4009,-728,-405,-11163,-871,-1015,-34,-0.005296,-0.453360,-1.100894,-0.178711,-0.234375,-0.029297,-3.648438,3.406250,-1.597656,5694,93,-357,-1013,8453,7582,9142,8197,0.214317,0.000749
4010,-578,-158,-13414,-935,-873,-161,-0.005569,-0.453699,-1.101045,-0.194336,-0.199707,-0.060303,-3.648438,3.406250,-1.597656,5695,114,-371,-1010,8468,7585,9146,8191,0.216848,0.000751
4011,464,251,-9993,-943,-638,183,-0.005977,-0.453835,-1.100923,-0.196289,-0.142334,0.023682,-3.648438,3.406250,-1.597656,5696,126,-404,-1021,8478,7579,9124,8178,0.219394,0.000754
4012,-118,-214,-8828,-900,-405,233,-0.006317,-0.454039,-1.100771,-0.185791,-0.085449,0.035889,-3.648438,3.406250,-1.597656,5696,131,-444,-1035,8479,7583,9110,8195,0.221954,0.000756
4013,218,-1041,-11339,-743,-71,-244,-0.006520,-0.453971,-1.100862,-0.147461,-0.003906,-0.080566,-3.648438,3.406250,-1.597656,5696,115,-509,-1027,8509,7573,9110,8200,0.224530,0.000758
4014,-3033,273,-9703,-634,-618,-411,-0.006657,-0.454039,-1.101135,-0.120850,-0.137451,-0.121338,-3.648438,3.406250,-1.597656,5696,103,-428,-1010,8535,7548,9101,8194,0.227121,0.000759
4015,-610,700,-12974,-758,-1052,-69,-0.006998,-0.454446,-1.101224,-0.151123,-0.243408,-0.037842,-3.648438,3.406250,-1.597656,5696,125,-354,-1005,8526,7538,9081,8201,0.229727,0.000761
4016,585,312,-13377,-712,-475,-37,-0.007202,-0.454582,-1.101102,-0.139893,-0.102539,-0.030029,-3.648438,3.406250,-1.597656,5697,121,-445,-1001,8557,7558,9054,8208,0.232348,0.000762
4017,-14,-475,-7336,-507,215,-414,-0.007269,-0.454446,-1.101316,-0.089844,0.065918,-0.122070,-3.648438,3.406250,-1.597656,5697,92,-565,-979,8571,7548,9058,8212,0.234983,0.000763
4018,-3377,363,-7068,-411,-893,-366,-0.007271,-0.454718,-1.101558,-0.066406,-0.204590,-0.110352,-3.648438,3.406250,-1.597656,5697,78,-390,-957,8574,7530,9074,8222,0.237634,0.000764
4019,-1271,414,-15942,-335,-1368,17,-0.007340,-0.455397,-1.101556,-0.047852,-0.320557,-0.016846,-3.648438,3.406250,-1.597656,5697,63,-303,-951,8560,7524,9064,8223,0.240300,0.000764
4020,3463,-631,-12241,-2,172,10,-0.007272,-0.455262,-1.101618,0.033447,0.055420,-0.018555,-3.648438,3.406250,-1.597656,5699,9,-552,-945,8567,7519,9039,8237,0.242981,0.000765
4021,-1023,-246,-2567,396,481,-198,-0.006999,-0.454922,-1.101498,0.130615,0.130859,-0.069336,-3.648438,3.406250,-1.597656,5698,-61,-618,-930,8571,7521,9050,8211,0.245677,0.000765
4022,-3682,204,-10522,366,-1059,-100,-0.006660,-0.455330,-1.101526,0.123291,-0.245117,-0.045410,-3.648438,3.406250,-1.597656,5698,-75,-376,-920,8559,7507,9051,8246,0.248388,0.000765
4023,619,736,-17407,193,-666,63,-0.006458,-0.455601,-1.101586,0.081055,-0.149170,-0.005615,-3.648438,3.406250,-1.597656,5699,-67,-437,-917,8576,7520,9062,8242,0.251114,0.000764
4024,752,375,-5999,126,135,-34,-0.006390,-0.455397,-1.101678,0.064697,0.046387,-0.029297,-3.648438,3.359375,-1.589844,5699,-66,-568,-911,8568,7536,9049,8215,0.253855,0.000763
4025,-2150,512,-7319,63,-507,-61,-0.006254,-0.455533,-1.101678,0.049316,-0.110352,-0.035889,-3.648438,3.359375,-1.589844,5699,-64,-469,-903,8552,7528,9058,8225,0.256610,0.000763
4026,-524,-336,-18638,-30,-928,80,-0.006187,-0.455873,-1.101434,0.026611,-0.213135,-0.001465,-3.648438,3.359375,-1.589844,5699,-54,-397,-903,8523,7534,9069,8231,0.259381,0.000761
4027,1429,-248,-10580,161,276,80,-0.006118,-0.455669,-1.101343,0.073242,0.080811,-0.001465,-3.648438,3.359375,-1.589844,5699,-84,-596,-904,8513,7555,9096,8233,0.262167,0.000760
4028,-2917,461,-2016,307,47,-113,-0.005778,-0.455533,-1.101495,0.108887,0.024902,-0.048584,-3.648438,3.359375,-1.589844,5699,-110,-569,-897,8520,7555,9090,8235,0.264967,0.000759
4029,-2597,-153,-15758,235,-1399,8,-0.005575,-0.456145,-1.101494,0.091309,-0.328125,-0.019043,-3.648438,3.359375,-1.589844,5699,-104,-330,-895,8490,7570,9110,8234,0.267782,0.000757
4030,1756,-466,-18157,377,-586,141,-0.005440,-0.456281,-1.101402,0.125977,-0.129639,0.013428,-3.648438,3.359375,-1.589844,5700,-130,-452,-899,8479,7590,9100,8229,0.270613,0.000755
4031,157,-158,-4607,571,544,-135,-0.004895,-0.455941,-1.101615,0.173340,0.146240,-0.053955,-3.648438,3.359375,-1.589844,5700,-166,-640,-891,8446,7601,9095,8226,0.273458,0.000753
4032,-4019,1473,-8337,154,-529,-98,-0.004828,-0.456077,-1.101493,0.071533,-0.115723,-0.044922,-3.648438,3.359375,-1.589844,5700,-114,-473,-885,8445,7589,9131,8226,0.276318,0.000751
4033,-528,-456,-19034,-108,-1152,111,-0.004692,-0.456553,-1.101371,0.007568,-0.267822,0.006104,-3.648438,3.359375,-1.589844,5700,-76,-366,-888,8437,7637,9126,8220,0.279193,0.000749
