counter,    accel.x,    accel.y,    accel.z,    gyro.p,    gyro.q,    gyro.r,    rot->phi,    rot->theta,    rot->psi,    rates->p,    rates->q,    rates->r,    pos->x, pos->y, pos->z,    COMMAND_THRUST,    COMMAND_ROLL,    COMMAND_PITCH,    COMMAND_YAW,    rpm_obs[0],    rpm_obs[1],    rpm_obs[2],    rpm_obs[3],    dr_state.x,    dr_state.y
5405,2150,85,-9418,-311,58,122,-0.445544,0.490572,-1.077253,-0.041260,0.027100,0.008301,0.109375,1.027344,-1.136719,6149,66,287,-279,9206,8716,8704,8436,1.511940,4.169288
5406,944,190,-15734,-440,4,-47,-0.445666,0.490641,-1.077314,-0.072754,0.013916,-0.032959,0.109375,1.027344,-1.136719,6149,84,293,-271,9204,8714,8696,8438,1.503636,4.169186
5407,1599,317,-13733,-435,-213,126,-0.445791,0.490572,-1.077314,-0.071533,-0.039062,0.009277,0.109375,1.027344,-1.136719,6150,84,328,-271,9196,8736,8703,8444,1.495320,4.169065
5408,2219,190,-8436,-309,-172,322,-0.445791,0.490572,-1.077160,-0.040771,-0.029053,0.057129,0.109375,1.027344,-1.136719,6150,66,323,-281,9185,8735,8680,8448,1.486993,4.168924
5409,3392,-1056,-13658,-82,139,377,-0.445698,0.490641,-1.077347,0.014648,0.046875,0.070557,0.109375,1.027344,-1.136719,6150,29,271,-295,9183,8737,8680,8451,1.478653,4.168765
5410,1382,-729,-14088,148,359,350,-0.445449,0.490779,-1.077375,0.070801,0.100586,0.063965,0.109375,1.027344,-1.136719,6150,-13,227,-310,9166,8751,8680,8461,1.470302,4.168587
5411,2009,-900,-8144,241,313,322,-0.445199,0.490987,-1.077371,0.093506,0.089355,0.057129,0.109375,1.027344,-1.136719,6149,-38,223,-326,9167,8745,8681,8445,1.461940,4.168390
5412,1904,-346,-9171,335,263,292,-0.444949,0.491125,-1.077305,0.116455,0.077148,0.049805,0.109375,1.027344,-1.136719,6149,-66,221,-342,9138,8764,8683,8449,1.453565,4.168174
5413,981,258,-14252,95,156,115,-0.444824,0.491195,-1.077366,0.057861,0.051025,0.006592,0.109375,1.027344,-1.136719,6149,-41,231,-350,9152,8758,8687,8446,1.445179,4.167939
5414,2354,212,-13223,-226,13,21,-0.444764,0.491264,-1.077614,-0.020508,0.016113,-0.016357,0.109375,1.027344,-1.136719,6149,-4,251,-353,9124,8751,8704,8453,1.436782,4.167685
5415,2000,753,-8782,-390,-21,30,-0.444764,0.491264,-1.077614,-0.060547,0.007812,-0.014160,0.089844,1.148438,-1.117188,6149,19,256,-356,9129,8763,8711,8452,1.428372,4.167412
5416,2878,-122,-10438,-464,85,154,-0.444889,0.491264,-1.077647,-0.078613,0.033691,0.016113,0.089844,1.148438,-1.117188,6149,35,238,-363,9119,8771,8730,8456,1.419951,4.167120
5417,1953,-305,-13682,-496,379,150,-0.445104,0.491472,-1.077736,-0.086426,0.105469,0.015137,0.089844,1.148438,-1.117188,6149,46,185,-369,9105,8763,8733,8454,1.411519,4.166810
5418,2150,-1185,-11637,-263,165,-67,-0.445163,0.491402,-1.077826,-0.029541,0.053223,-0.037842,0.089844,1.148438,-1.117188,6150,17,214,-366,9111,8754,8735,8452,1.403074,4.166480
5419,880,-341,-8052,170,-272,78,-0.445038,0.491402,-1.077826,0.076172,-0.053467,-0.002441,0.089844,1.148438,-1.117188,6150,-45,286,-368,9104,8743,8751,8452,1.394618,4.166132
5420,3188,-122,-14071,91,56,233,-0.444761,0.491402,-1.077858,0.056885,0.026611,0.035400,0.089844,1.148438,-1.117188,6150,-43,234,-377,9095,8757,8750,8450,1.386150,4.165765
5421,1512,-248,-14588,32,115,-34,-0.444669,0.491472,-1.077891,0.042480,0.041016,-0.029785,0.089844,1.148438,-1.117188,6149,-43,222,-374,9107,8744,8750,8444,1.377671,4.165379
5422,971,-26,-8987,-146,-475,-132,-0.444639,0.491125,-1.077924,-0.000977,-0.103027,-0.053711,0.089844,1.148438,-1.117188,6149,-23,322,-366,9115,8755,8769,8444,1.369180,4.164975
5423,2588,429,-10837,-348,-270,294,-0.444547,0.491125,-1.077802,-0.050293,-0.052979,0.050293,0.089844,1.148438,-1.117188,6149,4,295,-376,9106,8749,8775,8444,1.360677,4.164552
5424,3183,263,-14888,-686,586,281,-0.444702,0.491333,-1.077769,-0.132812,0.156006,0.047119,0.089844,1.148438,-1.117188,6148,57,156,-386,9095,8741,8766,8429,1.352163,4.164110
5425,2282,-1166,-12473,-664,318,-4,-0.444946,0.491472,-1.078074,-0.127441,0.090576,-0.022461,0.089844,1.148438,-1.117188,6149,63,189,-384,9088,8747,8784,8430,1.343637,4.163649
5426,-432,-61,-7034,-442,-468,246,-0.445133,0.491264,-1.078107,-0.073242,-0.101318,0.038574,0.089844,1.148438,-1.117188,6150,39,310,-393,9107,8738,8799,8434,1.335100,4.163170
5427,3257,-48,-13256,-618,-115,444,-0.445071,0.491333,-1.077797,-0.116211,-0.015137,0.086914,0.089844,1.148438,-1.117188,6150,70,258,-413,9093,8737,8778,8435,1.326551,4.162672
5428,2558,-873,-15884,-525,104,47,-0.445258,0.491264,-1.077830,-0.093506,0.038330,-0.010010,0.089844,1.148438,-1.117188,6150,61,226,-416,9094,8742,8792,8420,1.317991,4.162156
5429,1075,-583,-9790,-516,-416,-104,-0.445383,0.491125,-1.077863,-0.091309,-0.088623,-0.046875,0.089844,1.148438,-1.117188,6150,63,313,-411,9110,8726,8789,8427,1.309419,4.161621
5430,2243,265,-9319,-512,-647,296,-0.445386,0.490849,-1.077961,-0.090332,-0.145020,0.050781,0.089844,1.148438,-1.117188,6150,63,356,-424,9112,8726,8775,8434,1.300835,4.161067
5431,3449,-222,-13883,-738,405,287,-0.445571,0.491056,-1.077896,-0.145508,0.111816,0.048584,0.089844,1.148438,-1.117188,6149,98,186,-437,9111,8716,8786,8430,1.292240,4.160495
5432,1690,-1224,-12106,-754,156,-220,-0.445940,0.490987,-1.078172,-0.149414,0.051025,-0.075195,0.039062,1.269531,-1.109375,6150,105,220,-427,9130,8710,8788,8409,1.283634,4.159904
5433,-519,444,-7155,-725,-917,-15,-0.446192,0.490641,-1.078055,-0.142334,-0.210938,-0.025146,0.039062,1.269531,-1.109375,6151,107,397,-425,9139,8708,8768,8429,1.275016,4.159295
5434,3963,229,-12940,-743,-211,348,-0.446317,0.490641,-1.077839,-0.146729,-0.038574,0.063477,0.039062,1.269531,-1.109375,6151,114,289,-438,9140,8704,8758,8436,1.266386,4.158667
5435,2425,-563,-14499,-760,544,-113,-0.446594,0.490710,-1.078209,-0.150879,0.145752,-0.049072,0.039062,1.269531,-1.109375,6151,120,164,-431,9160,8697,8769,8429,1.257745,4.158020
5436,12,139,-10426,-730,-527,-294,-0.446936,0.490503,-1.078336,-0.143555,-0.115723,-0.093262,0.039062,1.269531,-1.109375,6151,120,333,-416,9169,8691,8750,8433,1.249093,4.157355
5437,1544,629,-10128,-608,-826,239,-0.446971,0.490157,-1.078064,-0.113770,-0.188721,0.036865,0.039062,1.269531,-1.109375,6152,102,388,-422,9151,8693,8754,8430,1.240429,4.156671
5438,4706,-307,-13167,-688,592,222,-0.447156,0.490295,-1.078031,-0.133301,0.157471,0.032715,0.039062,1.269531,-1.109375,6151,116,157,-429,9175,8690,8744,8430,1.231754,4.155969
5439,2770,-505,-12384,-638,634,-204,-0.447430,0.490572,-1.078303,-0.121094,0.167725,-0.071289,0.039062,1.269531,-1.109375,6152,109,135,-417,9185,8682,8734,8430,1.223068,4.155248
5440,-86,307,-10305,-603,-773,-80,-0.447620,0.490226,-1.078495,-0.112549,-0.175781,-0.041016,0.039062,1.269531,-1.109375,6153,103,357,-409,9188,8652,8744,8442,1.214370,4.154508
5441,1158,607,-10982,-403,-669,416,-0.447590,0.489949,-1.078312,-0.063721,-0.150391,0.080078,0.039062,1.269531,-1.109375,6152,69,348,-424,9197,8674,8733,8446,1.205660,4.153750
5442,5572,-575,-14069,-342,682,163,-0.447652,0.490226,-1.078312,-0.048828,0.179443,0.018311,0.039062,1.269531,-1.109375,6152,58,128,-428,9205,8679,8736,8441,1.196939,4.152974
5443,1638,-570,-11323,-148,91,-74,-0.447682,0.490226,-1.078373,-0.001465,0.035156,-0.039551,0.039062,1.269531,-1.109375,6152,22,215,-423,9203,8669,8730,8421,1.188207,4.152179
5444,-199,326,-9988,-156,-845,337,-0.447498,0.489949,-1.078190,-0.003418,-0.193359,0.060791,0.039062,1.269531,-1.109375,6152,11,367,-436,9198,8668,8744,8464,1.179464,4.151365
5445,4531,63,-13762,-152,414,418,-0.447405,0.490088,-1.078406,-0.002441,0.114014,0.080566,0.039062,1.269531,-1.109375,6152,4,162,-454,9204,8656,8735,8443,1.170709,4.150534
5446,2634,-312,-10532,-204,847,-15,-0.447493,0.490503,-1.078645,-0.015137,0.219727,-0.025146,0.039062,1.269531,-1.109375,6152,2,78,-455,9195,8662,8757,8441,1.161943,4.149683
5447,147,824,-10974,-477,-483,156,-0.447555,0.490364,-1.078645,-0.081787,-0.104980,0.016602,0.039062,1.269531,-1.109375,6153,37,285,-463,9169,8664,8759,8449,1.153166,4.148815
5448,846,448,-13329,-457,-318,455,-0.447557,0.490226,-1.078401,-0.076904,-0.064697,0.089600,0.039062,1.269531,-1.109375,6152,34,260,-485,9180,8672,8750,8445,1.144377,4.147928
5449,5244,-827,-12570,-438,937,191,-0.447647,0.490572,-1.078490,-0.072266,0.241699,0.025146,0.039062,1.269531,-1.109375,6152,33,49,-496,9184,8669,8773,8445,1.135577,4.147022
5450,-607,-402,-7842,-283,-305,-28,-0.447772,0.490503,-1.078739,-0.034424,-0.061523,-0.028320,0.007812,1.367188,-1.097656,6153,11,245,-497,9179,8652,8787,8441,1.126766,4.146099
5451,157,-446,-12060,-333,-1161,156,-0.447622,0.490088,-1.078406,-0.046631,-0.270508,0.016602,0.007812,1.367188,-1.097656,6153,16,394,-506,9164,8666,8778,8423,1.117943,4.145156
5452,5702,-841,-15771,132,-43,359,-0.447405,0.490018,-1.078345,0.066895,0.002441,0.066162,0.007812,1.367188,-1.097656,6152,-54,226,-524,9173,8671,8793,8429,1.109110,4.144196
5453,1950,-280,-7450,200,1022,45,-0.447186,0.490433,-1.078369,0.083496,0.262451,-0.010498,0.007812,1.367188,-1.097656,6151,-74,45,-530,9174,8666,8803,8427,1.100264,4.143218
5454,378,675,-10747,-39,-623,43,-0.447123,0.490226,-1.078401,0.025146,-0.139160,-0.010986,0.007812,1.367188,-1.097656,6152,-50,307,-534,9145,8669,8808,8426,1.091408,4.142220
5455,1975,614,-15930,-176,-732,226,-0.446909,0.489949,-1.078467,-0.008301,-0.165771,0.033691,0.007812,1.367188,-1.097656,6151,-37,330,-546,9158,8661,8835,8410,1.082541,4.141205
5456,6165,341,-11816,-316,1067,215,-0.447031,0.490295,-1.078617,-0.042480,0.273438,0.031006,0.007812,1.367188,-1.097656,6150,-19,-44,-568,9165,8670,8835,8407,1.073662,4.140172
5457,-1151,488,-7174,-614,161,-61,-0.447216,0.490433,-1.078711,-0.115234,0.052246,-0.036377,0.007812,1.367188,-1.097656,6151,22,-116,-605,9143,8668,8859,8394,1.064772,4.139121
5458,258,-295,-13948,-928,-1397,-23,-0.447500,0.489673,-1.078504,-0.191895,-0.328125,-0.027100,0.007812,1.367188,-1.097656,6152,72,-63,-669,9145,8672,8866,8381,1.055871,4.138051
5459,5658,-663,-14813,-547,26,250,-0.447530,0.489742,-1.078410,-0.098877,0.019287,0.039551,0.007812,1.367188,-1.097656,6151,24,-487,-770,9149,8665,8895,8393,1.046959,4.136963
5460,1062,-119,-5182,-642,1076,26,-0.447899,0.490226,-1.078930,-0.122070,0.275635,-0.015137,0.007812,1.367188,-1.097656,6151,42,-874,-887,9139,8640,8903,8405,1.038035,4.135857
5461,-1404,-158,-6962,-616,-268,-224,-0.448116,0.490018,-1.079085,-0.115723,-0.052490,-0.076172,0.007812,1.367188,-1.097656,6153,39,-875,-1019,9100,8608,8947,8430,1.029101,4.134733
5462,41,-466,-14572,-496,-1190,-32,-0.448183,0.489465,-1.078878,-0.086426,-0.277588,-0.029297,0.007812,1.367188,-1.097656,6153,19,-925,-1183,9076,8574,9001,8449,1.020155,4.133590
5463,5714,-375,-14521,-115,642,246,-0.447996,0.489673,-1.078846,0.006592,0.169678,0.038574,0.007812,1.367188,-1.097656,6152,-39,-1427,-1385,9061,8516,9043,8485,1.011198,4.132430
5464,1387,385,-5540,-259,714,76,-0.448119,0.489949,-1.078996,-0.028564,0.187256,-0.002930,0.007812,1.367188,-1.097656,6152,-26,-1662,-1607,9007,8422,9121,8512,1.002230,4.131251
5465,83,-358,-13032,-496,-1534,-172,-0.448153,0.489327,-1.079220,-0.086426,-0.361572,-0.063477,0.007812,1.367188,-1.097656,6153,-2,-1509,-1842,8942,8408,9200,8574,0.993251,4.130054
5466,1171,131,-14562,-102,-1041,122,-0.447909,0.488843,-1.079042,0.009766,-0.241211,0.008301,-0.039062,1.500000,-1.089844,6151,-66,-1780,-2116,8929,8320,9292,8599,0.984261,4.128839
5467,6386,727,-9265,-398,588,196,-0.447971,0.488981,-1.079042,-0.062500,0.156494,0.026367,-0.039062,1.500000,-1.089844,6150,-32,-2256,-2420,8877,8228,9377,8650,0.975259,4.127607
5468,-514,-107,-8891,-575,-1322,-207,-0.448128,0.488428,-1.078985,-0.105713,-0.309814,-0.072021,-0.039062,1.500000,-1.089844,6150,-10,-2161,-2732,8830,8175,9420,8715,0.966247,4.126356
5469,1321,-380,-15292,-531,-2092,-69,-0.447983,0.487461,-1.078506,-0.094971,-0.497803,-0.038330,-0.039062,1.500000,-1.089844,6150,-20,-2234,-3076,8801,8091,9496,8767,0.957224,4.125087
5470,5222,187,-10464,-156,-527,115,-0.447861,0.487253,-1.078726,-0.003418,-0.115723,0.006592,-0.039062,1.500000,-1.089844,6147,-78,-2694,-3448,8759,8010,9573,8805,0.948190,4.123801
5471,536,270,-6186,-322,-1608,-217,-0.447804,0.486494,-1.078520,-0.043945,-0.379639,-0.074463,-0.039062,1.500000,-1.089844,6147,-63,-2730,-3805,8728,7915,9648,8804,0.939145,4.122496
5472,1325,-666,-16614,-294,-3349,-433,-0.447632,0.485044,-1.077925,-0.037109,-0.804688,-0.127197,-0.039062,1.500000,-1.089844,6145,-75,-2645,-4154,8685,7674,9714,8854,0.930089,4.121173
5473,2346,-253,-11518,137,-3027,-196,-0.447120,0.483527,-1.077299,0.068115,-0.726074,-0.069336,-0.039062,1.500000,-1.089844,6142,-149,-2880,-4500,8645,7652,9781,8853,0.921022,4.119833
5474,4098,-380,-6408,259,-2050,-56,-0.446665,0.482631,-1.077158,0.097900,-0.487549,-0.035156,-0.039062,1.500000,-1.089844,6138,-184,-3239,-4500,8609,7540,9846,8834,0.911944,4.118474
5475,-295,-658,-11825,231,-3796,-590,-0.446157,0.480840,-1.076571,0.091064,-0.913818,-0.165527,-0.039062,1.500000,-1.089844,6135,-201,-3161,-4500,8566,7310,9912,8850,0.902856,4.117098
5476,3306,-219,-13663,117,-4396,-760,-0.445655,0.478776,-1.075868,0.063232,-1.060303,-0.207031,-0.039062,1.500000,-1.089844,6131,-202,-3158,-4500,8536,7203,9968,8826,0.893758,4.115705
5477,2715,358,-5835,237,-3912,-627,-0.445211,0.476989,-1.075343,0.092529,-0.942139,-0.174561,-0.039062,1.500000,-1.089844,6126,-232,-3250,-4500,8437,7079,10026,8811,0.884649,4.114293
5478,-494,-378,-7921,-71,-5167,-1048,-0.444806,0.474449,-1.074648,0.017334,-1.248535,-0.277344,-0.039062,1.500000,-1.089844,6121,-199,-3062,-4500,8380,6819,10079,8772,0.875529,4.112863
5479,4118,-405,-16984,-193,-6046,-1575,-0.444528,0.471432,-1.074085,-0.012451,-1.463135,-0.406006,-0.039062,1.500000,-1.089844,6116,-189,-2928,-4500,8340,6647,10133,8760,0.866400,4.111416
5480,1530,610,-8352,-313,-5675,-1591,-0.444252,0.468420,-1.073464,-0.041748,-1.372559,-0.409912,-0.039062,1.500000,-1.089844,6109,-174,-3000,-4500,8355,6488,10180,8730,0.857260,4.109951
5481,1296,-265,-5980,-496,-6874,-1516,-0.444034,0.465481,-1.073298,-0.086426,-1.665283,-0.391602,-0.039062,1.500000,-1.089844,6103,-147,-2821,-4500,8260,6343,10223,8712,0.848111,4.108469
5482,2354,-797,-13916,-141,-8225,-1931,-0.443555,0.461455,-1.072418,0.000244,-1.995117,-0.492920,-0.039062,1.500000,-1.089844,6097,-198,-2607,-4500,8196,6209,10271,8691,0.838951,4.106968
5483,4723,-1044,-14603,-30,-8123,-2074,-0.442957,0.457369,-1.071422,0.027344,-1.970215,-0.527832,-0.039062,1.500000,-1.089844,6089,-221,-2622,-4500,8159,6081,10308,8679,0.829783,4.105451
5484,2103,109,-7568,233,-8107,-1839,-0.442268,0.453563,-1.070490,0.091553,-1.966309,-0.470459,-0.089844,1.597656,-1.078125,6080,-271,-2635,-4500,8125,5992,10332,8642,0.820605,4.103916
5485,1899,7,-7029,180,-9249,-1880,-0.441585,0.449155,-1.069384,0.078613,-2.245117,-0.480469,-0.089844,1.597656,-1.078125,6071,-278,-2464,-4500,8104,5866,10376,8598,0.811418,4.102364
5486,1968,139,-13578,241,-10363,-1957,-0.440702,0.444349,-1.068267,0.093506,-2.517090,-0.499268,-0.089844,1.597656,-1.078125,6062,-304,-2288,-4500,8072,5691,10412,8565,0.802221,4.100794
5487,3291,41,-11714,355,-10444,-1771,-0.439789,0.439420,-1.066757,0.121338,-2.536865,-0.453857,-0.089844,1.597656,-1.078125,6052,-338,-2272,-4500,8094,5628,10446,8531,0.793017,4.099207
5488,3591,-85,-5649,403,-10677,-1867,-0.438822,0.434301,-1.065253,0.133057,-2.593750,-0.477295,-0.089844,1.597656,-1.078125,6041,-367,-2239,-4500,8112,5583,10479,8446,0.783804,4.097603
5489,-634,104,-7414,326,-12207,-2142,-0.437864,0.428657,-1.063620,0.114258,-2.967285,-0.544434,-0.089844,1.597656,-1.078125,6031,-374,-1987,-4500,8132,5523,10509,8388,0.774583,4.095982
5490,1766,771,-13614,47,-13245,-2016,-0.436858,0.422358,-1.061585,0.046143,-3.220703,-0.513672,-0.089844,1.597656,-1.078125,6019,-353,-1800,-4500,8183,5502,10533,8345,0.765354,4.094344
5491,4479,151,-10619,87,-12649,-1981,-0.435825,0.416544,-1.060061,0.055908,-3.075195,-0.505127,-0.089844,1.597656,-1.078125,6007,-373,-1881,-4500,8209,5445,10556,8284,0.756117,4.092689
5492,-83,-204,-4092,87,-13565,-2515,-0.434922,0.410145,-1.058171,0.055908,-3.298828,-0.635498,-0.089844,1.597656,-1.078125,5995,-385,-1720,-4500,8290,5424,10580,8197,0.746873,4.091017
5493,-1616,-512,-9386,298,-15971,-2706,-0.433858,0.402703,-1.056101,0.107422,-3.886230,-0.682129,-0.089844,1.597656,-1.078125,5983,-431,-1294,-4500,8381,5384,10609,8182,0.737623,4.089328
5494,4307,-680,-14199,758,-15300,-2458,-0.432403,0.395417,-1.053939,0.219727,-3.722412,-0.621582,-0.089844,1.597656,-1.078125,5969,-520,-1361,-4500,8424,5382,10616,8076,0.728365,4.087622
5495,7053,-605,-10356,893,-14081,-2593,-0.431132,0.388812,-1.052076,0.252686,-3.424805,-0.654541,-0.089844,1.597656,-1.078125,5955,-568,-1540,-4500,8539,5377,10643,8042,0.719102,4.085900
5496,253,170,-6118,828,-14328,-3014,-0.430014,0.382159,-1.050663,0.236816,-3.485107,-0.757324,-0.089844,1.597656,-1.078125,5943,-588,-1510,-4500,8637,5373,10661,7938,0.709833,4.084161
5497,-2022,317,-8987,512,-16394,-3131,-0.428853,0.374475,-1.048722,0.159668,-3.989502,-0.785889,-0.089844,1.597656,-1.078125,5931,-571,-1173,-4500,8755,5376,10663,7866,0.700558,4.082406
5498,2592,-61,-11685,363,-17118,-3190,-0.427530,0.364461,-1.046051,0.123291,-4.166260,-0.800293,-0.089844,1.597656,-1.078125,5918,-571,-1020,-4500,8807,5432,10674,7809,0.691278,4.080634
5499,3099,485,-7443,200,-16900,-3251,-0.426773,0.358001,-1.044392,0.083496,-4.113037,-0.815186,-0.089844,1.597656,-1.078125,5901,-565,-1023,-4500,8908,5450,10688,7716,0.681993,4.078846
5500,2349,248,-11497,-80,-17192,-3517,-0.426009,0.349868,-1.042455,0.015137,-4.184326,-0.880127,-0.089844,1.597656,-1.078125,5891,-534,-944,-4500,8999,5481,10694,7689,0.672704,4.077041
5501,833,129,-14052,-196,-18037,-3465,-0.425110,0.341305,-1.040764,-0.013184,-4.390625,-0.867432,-0.148438,1.726562,-1.058594,5878,-526,-773,-4500,9034,5513,10711,7611,0.663411,4.075221
5502,3092,-663,-8896,135,-18486,-3323,-0.424132,0.332445,-1.038450,0.067627,-4.500244,-0.832764,-0.148438,1.726562,-1.058594,5865,-584,-660,-4500,9124,5557,10716,7560,0.654114,4.073384
5503,2201,124,-6232,244,-18255,-3452,-0.423174,0.324191,-1.036395,0.094238,-4.443848,-0.864258,-0.148438,1.726562,-1.058594,5852,-615,-656,-4500,9210,5596,10725,7472,0.644814,4.071532
5504,-954,-263,-12638,30,-19384,-3798,-0.422324,0.314934,-1.034109,0.041992,-4.719482,-0.948730,-0.148438,1.726562,-1.058594,5840,-602,-425,-4500,9279,5644,10739,7412,0.635512,4.069664
5505,-1099,70,-14910,244,-20624,-3674,-0.421284,0.305064,-1.031562,0.094238,-5.022217,-0.918457,-0.148438,1.726562,-1.058594,5828,-652,-156,-4500,9326,5692,10738,7369,0.626207,4.067780
5506,5117,470,-15833,340,-20219,-3293,-0.420090,0.295607,-1.028943,0.117920,-4.923340,-0.825439,-0.148438,1.726562,-1.058594,5814,-689,-148,-4500,9412,5747,10740,7271,0.616900,4.065880
5507,6228,561,-9111,137,-18543,-3310,-0.419291,0.287005,-1.026721,0.068359,-4.514160,-0.829590,-0.148438,1.726562,-1.058594,5802,-682,-375,-4500,9476,5796,10751,7218,0.607591,4.063964
5508,1503,-439,-5463,21,-18990,-3890,-0.418527,0.277917,-1.024684,0.040039,-4.623291,-0.971191,-0.148438,1.726562,-1.058594,5791,-686,-270,-4500,9545,5908,10764,7187,0.598281,4.062033
5509,-2784,673,-10474,-193,-21668,-3979,-0.417813,0.267460,-1.022031,-0.012207,-5.277100,-0.992920,-0.148438,1.726562,-1.058594,5780,-673,220,-4500,9613,5966,10763,7101,0.588971,4.060087
5510,2755,524,-17037,-231,-21856,-3437,-0.417058,0.257474,-1.019369,-0.021484,-5.322998,-0.860596,-0.148438,1.726562,-1.058594,5768,-684,337,-4500,9677,6027,10759,7054,0.579660,4.058125
5511,7586,-790,-11120,-63,-20058,-3624,-0.416224,0.246759,-1.016981,0.019531,-4.884033,-0.906250,-0.148438,1.726562,-1.058594,5757,-727,126,-4500,9744,6092,10769,7017,0.570350,4.056148
5512,3658,-363,-9408,-222,-19352,-4239,-0.415737,0.238397,-1.015200,-0.019287,-4.711670,-1.056396,-0.148438,1.726562,-1.058594,5746,-722,53,-4500,9792,6202,10774,6936,0.561040,4.054156
5513,-3163,941,-10571,-490,-21335,-4114,-0.415317,0.228484,-1.012828,-0.084717,-5.195801,-1.025879,-0.148438,1.726562,-1.058594,5737,-698,423,-4500,9844,6260,10784,6896,0.551731,4.052148
5514,-1463,-653,-12198,-111,-23120,-4077,-0.414708,0.217844,-1.010309,0.007812,-5.631592,-1.016846,-0.148438,1.726562,-1.058594,5728,-770,799,-4500,9909,6324,10768,6823,0.542424,4.050126
5515,6959,-39,-13469,-146,-21420,-4284,-0.414057,0.207354,-1.007933,-0.000732,-5.216553,-1.067383,-0.148438,1.726562,-1.058594,5718,-789,621,-4500,9962,6386,10774,6763,0.533119,4.048089
5516,5803,858,-12572,-340,-19722,-4300,-0.413762,0.198194,-1.006001,-0.048096,-4.802002,-1.071289,-0.148438,1.726562,-1.058594,5709,-782,407,-4500,10007,6495,10754,6726,0.523816,4.046036
5517,-1318,644,-10312,-786,-19720,-4481,-0.413663,0.188989,-1.004148,-0.156982,-4.801514,-1.115479,-0.148438,1.726562,-1.058594,5702,-733,440,-4500,10058,6538,10757,6662,0.514516,4.043969
5518,-2275,544,-12722,-906,-22640,-4590,-0.413515,0.177629,-1.001799,-0.186279,-5.514404,-1.142090,-0.218750,1.859375,-1.046875,5695,-728,981,-4500,10097,6660,10744,6588,0.505219,4.041887
5519,3426,353,-13174,-669,-22906,-4221,-0.413304,0.167035,-0.999239,-0.128418,-5.579346,-1.052002,-0.218750,1.859375,-1.046875,5687,-774,1125,-4500,10142,6706,10722,6524,0.495926,4.039791
5520,7136,-812,-10566,-557,-20766,-4282,-0.413054,0.156893,-0.997105,-0.101074,-5.056885,-1.066895,-0.218750,1.859375,-1.046875,5680,-806,873,-4500,10185,6766,10679,6515,0.486637,4.037680
5521,944,285,-12833,-573,-20280,-4869,-0.412993,0.147322,-0.995218,-0.104980,-4.938232,-1.210205,-0.218750,1.859375,-1.046875,5674,-824,859,-4500,10225,6839,10660,6473,0.477353,4.035554
5522,-2369,1251,-14226,-727,-21947,-4526,-0.412869,0.136717,-0.993047,-0.142578,-5.345215,-1.126465,-0.218750,1.859375,-1.046875,5668,-824,1199,-4500,10267,6900,10624,6361,0.468073,4.033414
5523,3235,-656,-15657,-523,-23000,-4256,-0.412615,0.125758,-0.990506,-0.092773,-5.602295,-1.060547,-0.218750,1.859375,-1.046875,5663,-877,1472,-4500,10308,6934,10585,6327,0.458799,4.031260
5524,6762,-417,-11709,-296,-21542,-4274,-0.412435,0.115675,-0.988281,-0.037354,-5.246338,-1.064941,-0.218750,1.859375,-1.046875,5657,-936,1342,-4500,10329,7032,10545,6301,0.449531,4.029091
5525,5872,653,-9589,-235,-19563,-4300,-0.412178,0.106156,-0.986454,-0.022461,-4.763184,-1.071289,-0.218750,1.859375,-1.046875,5652,-975,1093,-4500,10373,7088,10502,6144,0.440269,4.026908
5526,-1864,578,-9154,-680,-20125,-4559,-0.412186,0.096340,-0.983916,-0.131104,-4.900391,-1.134521,-0.218750,1.859375,-1.046875,5648,-939,1236,-4500,10403,7128,10477,6154,0.431014,4.024711
5527,-1847,897,-11385,-1144,-22220,-4596,-0.412477,0.086044,-0.981706,-0.244385,-5.411865,-1.143555,-0.218750,1.859375,-1.046875,5644,-894,1656,-4500,10444,7216,10448,6075,0.421766,4.022500
5528,287,1063,-15700,-1346,-23209,-4326,-0.412680,0.075144,-0.979212,-0.293701,-5.653320,-1.077637,-0.218750,1.859375,-1.046875,5642,-879,1938,-4500,10493,7275,10403,5987,0.412526,4.020274
5529,8457,-329,-15352,-1636,-21082,-4391,-0.413293,0.064559,-0.977043,-0.364502,-5.134033,-1.093506,-0.218750,1.859375,-1.046875,5639,-844,1716,-4500,10515,7342,10360,5863,0.403294,4.018035
5530,3670,-65,-12161,-1819,-19591,-4729,-0.413898,0.055448,-0.975435,-0.409180,-4.770020,-1.176025,-0.218750,1.859375,-1.046875,5637,-821,1557,-4500,10541,7399,10348,5806,0.394070,4.015782
5531,-1198,780,-10252,-2133,-20136,-4709,-0.414719,0.045670,-0.973034,-0.485840,-4.903076,-1.171143,-0.218750,1.859375,-1.046875,5636,-775,1714,-4500,10576,7477,10280,5800,0.384855,4.013515
5532,-976,-419,-13752,-2157,-21313,-5049,-0.415583,0.035469,-0.971173,-0.491699,-5.190430,-1.254150,-0.218750,1.859375,-1.046875,5635,-771,1992,-4500,10614,7519,10248,5674,0.375650,4.011234
5533,1515,-231,-15004,-2114,-21165,-5047,-0.416414,0.025393,-0.969399,-0.481201,-5.154297,-1.253662,-0.218750,1.859375,-1.046875,5635,-779,2072,-4500,10646,7591,10182,5614,0.366454,4.008940
