counter,    accel.x,    accel.y,    accel.z,    gyro.p,    gyro.q,    gyro.r,    rot->phi,    rot->theta,    rot->psi,    rates->p,    rates->q,    rates->r,    pos->x, pos->y, pos->z,    COMMAND_THRUST,    COMMAND_ROLL,    COMMAND_PITCH,    COMMAND_YAW,    rpm_obs[0],    rpm_obs[1],    rpm_obs[2],    rpm_obs[3],    dr_state.x,    dr_state.y,    ctrl.cmd.phi,    ctrl.cmd.theta
1340,-1768,-2566,-11335,1394,1009,-459,0.460981,0.425170,-1.589958,0.374512,0.261475,-0.101807,-2.609375,-1.437500,-1.976562,6138,-200,-877,-483,8613,7885,9514,8941,3.894967,0.547091,0.474365,0.467773
1341,-3242,-2166,-7723,1309,-263,-494,0.461550,0.425103,-1.590157,0.353760,-0.049072,-0.110352,-2.609375,-1.437500,-1.976562,6141,-184,-663,-457,8585,7925,9514,8933,3.897648,0.551224,0.474365,0.467773
1342,-14,-1695,-13136,1030,309,-119,0.462090,0.425103,-1.590157,0.285645,0.090576,-0.018799,-2.609375,-1.437500,-1.976562,6142,-137,-741,-448,8552,7979,9523,8914,3.900309,0.555371,0.474365,0.467773
1343,130,-2435,-12575,1017,1355,-239,0.462719,0.425706,-1.589895,0.282471,0.345947,-0.048096,-2.609375,-1.437500,-1.976562,6143,-125,-908,-435,8509,8018,9550,8907,3.902949,0.559533,0.474365,0.467773
1344,-3638,-2691,-9403,1030,191,-414,0.463138,0.425840,-1.589963,0.285645,0.061768,-0.090576,-2.609375,-1.437500,-1.976562,6145,-118,-716,-416,8475,8028,9544,8889,3.905569,0.563710,0.474365,0.467773
1345,-1830,-1371,-12183,616,-355,91,0.463408,0.425639,-1.589962,0.184570,-0.071533,0.032715,-2.609375,-1.437500,-1.976562,6146,-47,-614,-422,8430,8049,9546,8904,3.908169,0.567901,0.474365,0.467773
1346,2096,-1756,-13641,289,856,167,0.463768,0.425840,-1.589696,0.104736,0.224121,0.051270,-2.609375,-1.437500,-1.976562,6146,14,-798,-433,8439,8087,9554,8904,3.910749,0.572108,0.474365,0.467773
1347,-1419,-2864,-10861,2,1506,-204,0.463887,0.426510,-1.589433,0.034668,0.382812,-0.039307,-2.609375,-1.437500,-1.976562,6147,78,-910,-430,8432,8112,9540,8911,3.913308,0.576329,0.474609,0.467773
1348,-4118,-832,-10573,-466,-185,-132,0.463768,0.426376,-1.589500,-0.079590,-0.030029,-0.021729,-2.609375,-1.437500,-1.976562,6148,170,-636,-430,8402,8125,9528,8927,3.915848,0.580565,0.474609,0.467529
1349,349,-1273,-13334,-974,-95,403,0.463378,0.426309,-1.589298,-0.203613,-0.008057,0.108887,-2.609375,-1.437500,-1.976562,6148,276,-637,-456,8416,8133,9511,8940,3.918366,0.584816,0.474609,0.467529
1350,250,-2925,-12142,-1222,1017,170,0.463018,0.426644,-1.588965,-0.264160,0.263428,0.052002,-2.609375,-1.437500,-1.976562,6147,349,-809,-475,8429,8149,9488,8947,3.920865,0.589082,0.474609,0.467529
1351,-3417,-2125,-11898,-1277,226,-207,0.462418,0.426711,-1.588898,-0.277588,0.070312,-0.040039,-2.609375,-1.437500,-1.976562,6147,396,-674,-477,8448,8145,9468,8956,3.923343,0.593362,0.474854,0.467285
1352,-878,-1237,-11821,-1497,-241,274,0.461699,0.426577,-1.588897,-0.331299,-0.043701,0.077393,-2.609375,-1.437500,-1.976562,6146,463,-585,-502,8458,8119,9432,8997,3.925802,0.597657,0.474854,0.467285
1353,487,-1988,-9036,-1695,745,329,0.461189,0.426779,-1.588497,-0.379639,0.197021,0.090820,-2.609375,-1.437500,-1.976562,6144,526,-736,-531,8505,8116,9422,9003,3.928240,0.601967,0.474854,0.467285
1354,-1611,-2701,-13406,-1591,618,-183,0.460205,0.426758,-1.588135,-0.354248,0.166016,-0.034180,-2.546875,-1.507812,-1.976562,6144,546,-715,-537,8547,8072,9382,9032,3.930657,0.606291,0.475098,0.467041
1355,-1001,-1205,-13791,-1575,512,-106,0.459688,0.427181,-1.588300,-0.350342,0.140137,-0.015381,-2.546875,-1.507812,-1.976562,6142,571,-700,-547,8551,8058,9319,9066,3.933055,0.610630,0.475342,0.467041
1356,-354,-649,-9543,-1776,991,126,0.459058,0.427516,-1.588034,-0.399414,0.257080,0.041260,-2.546875,-1.507812,-1.976562,6142,623,-782,-566,8608,8040,9298,9094,3.935433,0.614983,0.475098,0.467041
1357,-2223,-1876,-6350,-1789,586,-122,0.458278,0.427784,-1.587902,-0.402588,0.158203,-0.019287,-2.546875,-1.507812,-1.976562,6141,648,-720,-574,8652,8022,9253,9126,3.937790,0.619351,0.475342,0.466797
1358,-1296,-1930,-16464,-1597,156,-422,0.457527,0.427852,-1.588037,-0.355713,0.053223,-0.092529,-2.546875,-1.507812,-1.976562,6140,638,-645,-567,8693,7975,9188,9138,3.940127,0.623733,0.475342,0.466797
1359,1158,-888,-14543,-1656,1283,-176,0.456805,0.428388,-1.587772,-0.370117,0.328369,-0.032471,-2.546875,-1.507812,-1.976562,6139,661,-831,-569,8731,7910,9191,9197,3.942445,0.628129,0.475342,0.466797
1360,-1724,-1554,-4051,-1628,1375,-200,0.456113,0.429059,-1.587508,-0.363281,0.350830,-0.038330,-2.546875,-1.507812,-1.976562,6138,669,-858,-568,8751,7916,9177,9213,3.944742,0.632540,0.475342,0.466797
1361,-3112,-2867,-12186,-1057,252,-547,0.455661,0.429261,-1.587644,-0.223877,0.076660,-0.123047,-2.546875,-1.507812,-1.976562,6138,595,-682,-550,8776,7847,9145,9238,3.947019,0.636965,0.475586,0.466553
1362,782,-1129,-17286,-839,1057,-446,0.455239,0.429664,-1.587647,-0.170654,0.273193,-0.098389,-2.546875,-1.507812,-1.976562,6138,561,-813,-533,8816,7836,9115,9273,3.949275,0.641405,0.475586,0.466797
1363,-54,-724,-6780,-869,1846,-313,0.454966,0.430469,-1.587318,-0.177979,0.465820,-0.065918,-2.546875,-1.507812,-1.976562,6138,557,-954,-521,8825,7824,9089,9272,3.951512,0.645858,0.475586,0.466797
1364,-4401,-2371,-7493,-394,95,-557,0.454786,0.430671,-1.587386,-0.062012,0.038330,-0.125488,-2.546875,-1.507812,-1.976562,6138,478,-675,-496,8847,7782,9080,9304,3.953729,0.650326,0.475586,0.466553
1365,177,-1720,-17714,47,69,-551,0.454725,0.430671,-1.587588,0.045654,0.031982,-0.124023,-2.546875,-1.507812,-1.976562,6139,397,-659,-470,8873,7748,9088,9325,3.955925,0.654808,0.475586,0.466553
1366,2777,-263,-11983,-41,1817,-355,0.454813,0.431477,-1.587257,0.024170,0.458740,-0.076172,-2.546875,-1.507812,-1.976562,6138,387,-942,-450,8876,7734,9071,9333,3.958102,0.659304,0.475586,0.466553
1367,-3306,-1544,-5369,207,734,-431,0.454931,0.431813,-1.587328,0.084717,0.194336,-0.094727,-2.546875,-1.507812,-1.976562,6140,330,-770,-427,8883,7739,9072,9345,3.960258,0.663814,0.475586,0.466553
1368,-2123,-2349,-14146,629,-453,-520,0.455082,0.431746,-1.587664,0.187744,-0.095459,-0.116455,-2.546875,-1.507812,-1.976562,6141,245,-565,-398,8870,7704,9075,9357,3.962394,0.668338,0.475586,0.466553
1369,2612,-1329,-15130,832,699,-422,0.455531,0.432082,-1.587665,0.237305,0.185791,-0.092529,-2.546875,-1.507812,-1.976562,6141,188,-735,-374,8846,7731,9074,9351,3.964511,0.672876,0.475586,0.466797
1370,-1611,-1483,-8250,812,1604,-472,0.456040,0.432821,-1.587403,0.232422,0.406738,-0.104736,-2.546875,-1.507812,-1.976562,6142,163,-884,-346,8862,7734,9101,9345,3.966607,0.677429,0.475586,0.466797
1371,-4073,-1532,-11424,965,-224,-527,0.456460,0.432821,-1.587740,0.269775,-0.039551,-0.118164,-2.468750,-1.566406,-1.988281,6145,116,-584,-315,8804,7764,9105,9318,3.968683,0.681995,0.475586,0.466553
1372,1006,-1700,-15891,1207,-217,-370,0.456972,0.432754,-1.587940,0.328857,-0.037842,-0.079834,-2.468750,-1.566406,-1.988281,6145,55,-567,-291,8801,7782,9115,9330,3.970739,0.686576,0.475342,0.466797
1373,297,-2083,-9103,1303,1414,-370,0.457632,0.433426,-1.587811,0.352295,0.360352,-0.079834,-2.468750,-1.566406,-1.988281,6146,16,-825,-267,8777,7814,9116,9297,3.972775,0.691171,0.475342,0.466797
1374,-3791,-1642,-8637,1237,581,-516,0.458232,0.433696,-1.587813,0.336182,0.156982,-0.115479,-2.468750,-1.566406,-1.988281,6149,3,-691,-237,8768,7832,9110,9288,3.974791,0.695780,0.475342,0.466797
1375,-558,-1744,-14521,1115,-268,-244,0.458714,0.433561,-1.587879,0.306396,-0.050293,-0.049072,-2.468750,-1.566406,-1.988281,6150,2,-545,-219,8691,7899,9150,9263,3.976786,0.700403,0.475342,0.466797
1376,964,-1930,-9725,1192,823,-170,0.459285,0.433897,-1.587814,0.325195,0.216064,-0.031006,-2.468750,-1.566406,-1.988281,6151,-22,-714,-205,8689,7946,9163,9236,3.978762,0.705041,0.475342,0.466797
1377,-2332,-2488,-8871,1190,762,-401,0.459946,0.434301,-1.587819,0.324707,0.201172,-0.087402,-2.468750,-1.566406,-1.988281,6153,-33,-703,-182,8680,7972,9175,9220,3.980718,0.709693,0.475342,0.466797
1378,-2083,-1249,-11673,865,139,-387,0.460337,0.434368,-1.587954,0.245361,0.049072,-0.083984,-2.468750,-1.566406,-1.988281,6155,5,-599,-160,8638,8030,9182,9205,3.982654,0.714359,0.475342,0.466797
1379,86,-1141,-13373,431,403,-193,0.460578,0.434570,-1.587888,0.139404,0.113525,-0.036621,-2.468750,-1.566406,-1.988281,6156,69,-635,-146,8603,8044,9200,9196,3.984569,0.719039,0.475342,0.466797
1380,-1033,-2142,-8081,252,518,-235,0.460758,0.434705,-1.587753,0.095703,0.141602,-0.046875,-2.468750,-1.566406,-1.988281,6156,104,-648,-132,8573,8092,9198,9167,3.986465,0.723733,0.475342,0.466797
1381,-1262,-1888,-12565,-61,-4,-239,0.460788,0.434705,-1.587821,0.019287,0.014160,-0.047852,-2.468750,-1.566406,-1.988281,6157,165,-555,-118,8585,8142,9200,9169,3.988341,0.728442,0.475342,0.466797
1382,961,-1527,-15357,-512,725,-67,0.460637,0.434974,-1.587757,-0.090820,0.192139,-0.005859,-2.468750,-1.566406,-1.988281,6157,251,-670,-112,8537,8163,9207,9146,3.990196,0.733164,0.475342,0.466797
1383,-1544,-2496,-7585,-603,802,-165,0.460426,0.435310,-1.587692,-0.113037,0.210938,-0.029785,-2.468750,-1.566406,-1.988281,6157,292,-685,-103,8541,8155,9178,9157,3.992032,0.737902,0.475342,0.466797
1384,-4167,-1859,-8035,-695,-817,-235,0.460095,0.435041,-1.587959,-0.135498,-0.184326,-0.046875,-2.468750,-1.566406,-1.988281,6157,336,-410,-92,8530,8195,9182,9170,3.993848,0.742653,0.475586,0.466797
1385,1153,-1664,-17634,-906,-416,106,0.459704,0.434705,-1.587889,-0.187012,-0.086670,0.036377,-2.468750,-1.566406,-1.988281,6156,391,-452,-97,8539,8206,9171,9174,3.995644,0.747418,0.475342,0.466797
1386,1864,-2261,-12123,-958,1126,-23,0.459192,0.435108,-1.587624,-0.199707,0.289795,0.004883,-2.468750,-1.566406,-1.988281,6155,426,-694,-98,8528,8221,9129,9169,3.997420,0.752197,0.475342,0.466797
1387,-4005,-2540,-4525,-863,-13,-289,0.458861,0.435176,-1.587690,-0.176514,0.011719,-0.060059,-2.468750,-1.566406,-1.988281,6155,439,-507,-88,8549,8227,9143,9184,3.999176,0.756991,0.475586,0.466797
1388,-1537,-1329,-12865,-1133,-751,39,0.458290,0.434839,-1.587823,-0.242432,-0.168457,0.020020,-2.468750,-1.566406,-1.988281,6154,500,-374,-92,8562,8226,9104,9227,4.000912,0.761798,0.475586,0.466797
1389,3301,-1383,-16179,-1216,1174,176,0.457837,0.435310,-1.587488,-0.262695,0.301514,0.053467,-2.398438,-1.628906,-1.976562,6152,532,-684,-104,8588,8228,9051,9225,4.002629,0.766620,0.475342,0.466797
1390,-1102,-2808,-8052,-1033,1617,-150,0.457474,0.435849,-1.587157,-0.218018,0.409668,-0.026123,-2.398438,-1.628906,-1.976562,6152,529,-776,-101,8619,8220,9039,9233,4.004325,0.771455,0.475586,0.466553
1391,-4253,-1205,-7655,-915,-167,-244,0.457023,0.435782,-1.587156,-0.189209,-0.025879,-0.049072,-2.398438,-1.628906,-1.976562,6153,526,-497,-94,8628,8188,9015,9272,4.006002,0.776305,0.475830,0.466553
1392,912,-1134,-15178,-1039,-159,143,0.456573,0.435647,-1.587019,-0.219482,-0.023926,0.045410,-2.398438,-1.628906,-1.976562,6152,555,-492,-105,8646,8199,8974,9284,4.007659,0.781168,0.475830,0.466553
1393,334,-2359,-12089,-900,845,-108,0.456209,0.435984,-1.587091,-0.185547,0.221191,-0.015869,-2.398438,-1.628906,-1.976562,6151,545,-649,-104,8675,8171,8929,9292,4.009296,0.786045,0.475830,0.466309
1394,-2772,-1522,-8603,-592,-241,-305,0.455818,0.435916,-1.587225,-0.110352,-0.043945,-0.063965,-2.398438,-1.628906,-1.976562,6151,507,-465,-94,8691,8171,8914,9317,4.010913,0.790936,0.475830,0.466553
1395,487,-1005,-12597,-616,-359,71,0.455549,0.435647,-1.587087,-0.116211,-0.072754,0.027832,-2.398438,-1.628906,-1.976562,6150,511,-432,-101,8733,8153,8908,9345,4.012511,0.795841,0.475586,0.466553
1396,907,-2081,-12345,-503,1098,-85,0.455366,0.436051,-1.586957,-0.088623,0.282959,-0.010254,-2.398438,-1.628906,-1.976562,6149,493,-666,-101,8734,8138,8879,9354,4.014089,0.800760,0.475830,0.466309
1397,-2969,-1995,-9369,-106,193,-599,0.455276,0.436253,-1.587024,0.008301,0.062012,-0.135742,-2.398438,-1.628906,-1.976562,6149,430,-519,-77,8737,8126,8858,9365,4.015647,0.805692,0.475830,0.466309
1398,-1480,-861,-11854,-82,-869,-302,0.455096,0.435984,-1.587359,0.014160,-0.197266,-0.063232,-2.398438,-1.628906,-1.976562,6149,417,-334,-64,8759,8128,8842,9373,4.017185,0.810638,0.475830,0.466309
1399,1493,-1537,-13503,30,394,-213,0.455125,0.436051,-1.587360,0.041504,0.111084,-0.041504,-2.398438,-1.628906,-1.976562,6149,389,-525,-53,8782,8115,8815,9384,4.018704,0.815598,0.475586,0.466553
1400,270,-2557,-11533,361,775,-686,0.455304,0.436455,-1.587430,0.122314,0.204102,-0.156982,-2.398438,-1.628906,-1.976562,6149,327,-585,-20,8777,8119,8808,9371,4.020203,0.820572,0.475586,0.466553
1401,-2364,-1983,-9195,690,-283,-902,0.455334,0.436522,-1.587904,0.202637,-0.054199,-0.209717,-2.398438,-1.628906,-1.976562,6150,262,-412,25,8762,8123,8801,9370,4.021683,0.825559,0.475586,0.466553
1402,-546,-1078,-11734,760,-418,-329,0.455635,0.436388,-1.588172,0.219727,-0.087158,-0.069824,-2.398438,-1.628906,-1.976562,6150,228,-375,49,8772,8145,8805,9384,4.023142,0.830560,0.475342,0.466797
1403,1040,-2383,-11813,1192,592,-477,0.456236,0.436657,-1.588309,0.325195,0.159424,-0.105957,-2.398438,-1.628906,-1.976562,6150,141,-532,80,8782,8147,8807,9338,4.024582,0.835575,0.475342,0.467041
1404,-388,-2691,-9188,1645,605,-900,0.456808,0.437129,-1.588513,0.435791,0.162598,-0.209229,-2.398438,-1.628906,-1.976562,6152,46,-537,133,8761,8166,8797,9337,4.026003,0.840603,0.475098,0.467041
1405,-1702,-68,-9132,1292,71,-499,0.457380,0.437196,-1.588649,0.349609,0.032227,-0.111328,-2.316406,-1.687500,-2.000000,6154,67,-453,168,8742,8186,8800,9336,4.027404,0.845646,0.475098,0.467041
1406,-1126,-1100,-12456,1166,-30,-224,0.458013,0.437129,-1.588648,0.318848,0.007568,-0.044189,-2.316406,-1.687500,-2.000000,6155,61,-429,192,8718,8221,8812,9323,4.028785,0.850702,0.475098,0.467285
1407,-410,-2852,-12026,1477,-102,-645,0.458555,0.437129,-1.589052,0.394775,-0.010010,-0.146973,-2.316406,-1.687500,-2.000000,6156,-2,-406,235,8705,8271,8817,9305,4.030147,0.855771,0.475098,0.467285
1408,442,-1215,-11149,1294,191,-575,0.459098,0.437263,-1.589188,0.350098,0.061523,-0.129883,-2.316406,-1.687500,-2.000000,6157,3,-446,274,8681,8307,8823,9304,4.031489,0.860855,0.474854,0.467285
1409,-1271,-607,-11356,841,228,-222,0.459489,0.437398,-1.589258,0.239502,0.070557,-0.043701,-2.316406,-1.687500,-2.000000,6158,57,-448,299,8639,8322,8816,9291,4.032812,0.865952,0.474854,0.467529
1410,-2287,-2820,-10711,1128,-381,-459,0.459971,0.437263,-1.589593,0.309570,-0.078125,-0.101562,-2.316406,-1.687500,-2.000000,6159,10,-339,333,8602,8379,8850,9258,4.034115,0.871063,0.474854,0.467529
1411,816,-2464,-11398,1220,69,-573,0.460423,0.437398,-1.589729,0.332031,0.031738,-0.129395,-2.316406,-1.687500,-2.000000,6160,-8,-403,372,8582,8422,8845,9266,4.035399,0.876188,0.474609,0.467529
1412,-137,-1022,-12186,928,697,-340,0.460935,0.437600,-1.589731,0.260742,0.185059,-0.072510,-2.316406,-1.687500,-2.000000,6161,28,-502,401,8554,8445,8844,9249,4.036663,0.881327,0.474609,0.467773
1413,-3247,-2579,-10336,900,102,-281,0.461357,0.437668,-1.589868,0.253906,0.039795,-0.058105,-2.316406,-1.687500,-2.000000,6162,29,-407,427,8539,8500,8852,9233,4.037908,0.886480,0.474609,0.467773
1414,-460,-2645,-10629,1185,-649,-531,0.461840,0.437466,-1.590202,0.323486,-0.143555,-0.119141,-2.316406,-1.687500,-2.000000,6163,-15,-274,464,8502,8539,8847,9229,4.039133,0.891646,0.474365,0.467773
1415,1960,-732,-13220,741,193,-359,0.462111,0.437668,-1.590202,0.215088,0.062012,-0.077148,-2.316406,-1.687500,-2.000000,6164,46,-400,492,8490,8547,8835,9228,4.040339,0.896827,0.474365,0.468018
1416,-1837,-1261,-10694,150,523,-71,0.462261,0.437802,-1.590136,0.070801,0.142578,-0.006836,-2.316406,-1.687500,-2.000000,6165,137,-450,507,8462,8602,8827,9220,4.041525,0.902021,0.474365,0.468018
1417,-1463,-2596,-8093,239,-340,-270,0.462291,0.437735,-1.590271,0.092529,-0.068115,-0.055420,-2.316406,-1.687500,-2.000000,6165,138,-306,530,8430,8638,8812,9220,4.042693,0.907229,0.474365,0.467773
1418,1800,-1110,-11371,-80,69,-211,0.462291,0.437735,-1.590271,0.014648,0.031738,-0.041016,-2.316406,-1.687500,-2.000000,6165,200,-366,549,8426,8663,8805,9245,4.043840,0.912451,0.474365,0.468018
1419,-922,-944,-13288,-799,710,58,0.462110,0.437937,-1.590206,-0.160889,0.188232,0.024658,-2.316406,-1.687500,-2.000000,6165,325,-470,554,8399,8676,8795,9244,4.044969,0.917687,0.474365,0.468018
1420,-2848,-2637,-9664,-682,-322,-10,0.461749,0.437735,-1.590204,-0.132324,-0.063721,0.008057,-2.316406,-1.687500,-2.000000,6165,337,-298,561,8409,8698,8763,9244,4.046078,0.922936,0.474365,0.468018
1421,984,-2462,-9814,-514,-355,-111,0.461538,0.437533,-1.590338,-0.091309,-0.071777,-0.016602,-2.316406,-1.687500,-2.000000,6164,339,-282,570,8395,8702,8744,9282,4.047167,0.928200,0.474365,0.468018
1422,794,-1442,-14274,-880,708,30,0.461176,0.437870,-1.590069,-0.180664,0.187744,0.017822,-2.226562,-1.750000,-1.988281,6163,413,-450,572,8404,8709,8715,9278,4.048238,0.933477,0.474121,0.468018
1423,-1584,-1583,-13808,-930,472,58,0.460754,0.438005,-1.589937,-0.192871,0.130127,0.024658,-2.226562,-1.750000,-1.988281,6163,443,-415,572,8416,8710,8690,9309,4.049289,0.938768,0.474365,0.467773
1424,-2041,-2291,-9154,-660,-470,-8,0.460513,0.437668,-1.590070,-0.126953,-0.099854,0.008545,-2.226562,-1.750000,-1.988281,6163,423,-258,574,8420,8707,8641,9330,4.050321,0.944072,0.474365,0.467773
1425,2113,-1825,-9877,-771,459,-37,0.460151,0.437870,-1.590004,-0.154053,0.126953,0.001465,-2.226562,-1.750000,-1.988281,6162,453,-404,576,8419,8699,8641,9376,4.051333,0.949390,0.474365,0.467773
1426,95,-1622,-14813,-1050,1072,-87,0.459728,0.438207,-1.589737,-0.222168,0.276611,-0.010742,-2.226562,-1.750000,-1.988281,6161,508,-511,580,8436,8701,8604,9389,4.052327,0.954722,0.474365,0.467773
1427,-3857,-1708,-9976,-900,-93,-102,0.459367,0.438207,-1.589804,-0.185547,-0.007812,-0.014404,-2.226562,-1.750000,-1.988281,6161,503,-325,585,8441,8691,8582,9423,4.053301,0.960068,0.474609,0.467773
1428,629,-1930,-7377,-830,80,-152,0.458975,0.438207,-1.589736,-0.168457,0.034424,-0.026611,-2.226562,-1.750000,-1.988281,6161,504,-349,592,8476,8683,8566,9440,4.054256,0.965427,0.474609,0.467773
1429,2027,-1495,-13254,-897,1301,-224,0.458642,0.438814,-1.589606,-0.184814,0.332520,-0.044189,-2.226562,-1.750000,-1.988281,6160,522,-552,603,8486,8646,8544,9454,4.055192,0.970799,0.474609,0.467773
1430,-2538,-1820,-13895,-638,693,-268,0.458400,0.439083,-1.589541,-0.121582,0.184082,-0.054932,-2.226562,-1.750000,-1.988281,6160,490,-466,618,8486,8652,8508,9483,4.056108,0.976185,0.474609,0.467529
1431,-1670,-1717,-5472,-422,-26,-241,0.458249,0.439083,-1.589542,-0.068848,0.008545,-0.048340,-2.226562,-1.750000,-1.988281,6160,460,-351,633,8509,8648,8489,9513,4.057005,0.981585,0.474609,0.467529
1432,1613,-1488,-9275,-512,710,-344,0.458007,0.439420,-1.589544,-0.090820,0.188232,-0.073486,-2.226562,-1.750000,-1.988281,6160,470,-468,654,8507,8628,8466,9536,4.057884,0.986998,0.474609,0.467529
1433,-814,-1839,-17528,-246,693,-440,0.457885,0.439825,-1.589548,-0.025879,0.184082,-0.096924,-2.226562,-1.750000,-1.988281,6160,427,-466,681,8530,8614,8452,9548,4.058743,0.992425,0.474609,0.467529
1434,-1756,-1112,-10266,-19,54,-353,0.457795,0.439825,-1.589615,0.029541,0.028076,-0.075684,-2.226562,-1.750000,-1.988281,6161,385,-358,705,8513,8608,8413,9575,4.059583,0.997865,0.474609,0.467529
1435,949,-1303,-6026,122,425,-320,0.457915,0.440028,-1.589752,0.063965,0.118652,-0.067627,-2.226562,-1.750000,-1.988281,6161,353,-413,730,8526,8608,8427,9570,4.060403,1.003318,0.474609,0.467529
1436,-464,-1913,-13518,344,858,-527,0.458004,0.440500,-1.589757,0.118164,0.224365,-0.118164,-2.226562,-1.750000,-1.988281,6161,306,-481,765,8519,8599,8423,9596,4.061205,1.008785,0.474609,0.467773
1437,-2167,-1246,-14059,721,63,-623,0.458124,0.440500,-1.589960,0.210205,0.030273,-0.141602,-2.226562,-1.750000,-1.988281,6162,233,-349,805,8501,8605,8403,9610,4.061987,1.014265,0.474609,0.467773
1438,642,-1098,-8369,889,-239,-292,0.458517,0.440432,-1.590026,0.251221,-0.043457,-0.060791,-2.226562,-1.750000,-1.988281,6162,184,-287,833,8483,8629,8414,9617,4.062751,1.019759,0.474365,0.467773
1439,1581,-2198,-10264,1091,743,-228,0.459090,0.440837,-1.590029,0.300537,0.196289,-0.045166,-2.226562,-1.750000,-1.988281,6163,129,-438,857,8474,8622,8382,9624,4.063495,1.025266,0.474365,0.467773
1440,-469,-2342,-14511,1434,952,-427,0.459814,0.441310,-1.590032,0.384277,0.247314,-0.093750,-2.148438,-1.789062,-1.988281,6165,51,-476,891,8465,8650,8399,9630,4.064220,1.030787,0.474365,0.467773
1441,-1271,-932,-8572,1495,392,-241,0.460508,0.441445,-1.589900,0.399170,0.110596,-0.048340,-2.148438,-1.789062,-1.988281,6167,12,-390,916,8440,8682,8389,9626,4.064927,1.036320,0.474365,0.467773
1442,-201,-1898,-7900,1506,379,-76,0.461293,0.441512,-1.589901,0.401855,0.107422,-0.008057,-2.148438,-1.789062,-1.988281,6169,-17,-387,934,8402,8694,8409,9591,4.065614,1.041868,0.474365,0.467773
1443,285,-2044,-13215,1724,549,-285,0.462107,0.441850,-1.589904,0.455078,0.148926,-0.059082,-2.148438,-1.789062,-1.988281,6170,-75,-412,959,8370,8735,8418,9596,4.066282,1.047429,0.474365,0.467773
1444,-2,-1754,-14995,1660,442,-353,0.462862,0.441985,-1.589973,0.439453,0.122803,-0.075684,-2.148438,-1.789062,-1.988281,6172,-91,-392,988,8371,8780,8432,9595,4.066931,1.053003,0.474365,0.467773
1445,-1092,-675,-10373,1264,322,-233,0.463497,0.442187,-1.589974,0.342773,0.093506,-0.046387,-2.148438,-1.789062,-1.988281,6174,-54,-369,1011,8315,8816,8443,9565,4.067561,1.058591,0.474365,0.467773
1446,-1237,-2120,-7784,1170,174,-322,0.464070,0.442187,-1.590043,0.319824,0.057373,-0.068115,-2.148438,-1.789062,-1.988281,6176,-51,-337,1038,8294,8843,8454,9553,4.068172,1.064193,0.474365,0.467773
1447,747,-1820,-11784,996,420,-512,0.464463,0.442458,-1.590181,0.277344,0.117432,-0.114502,-2.148438,-1.789062,-1.988281,6177,-31,-371,1074,8258,8860,8461,9557,4.068763,1.069808,0.474365,0.467773
1448,-27,-1202,-14250,649,494,-416,0.464796,0.442728,-1.590183,0.192627,0.135498,-0.091064,-2.148438,-1.789062,-1.988281,6178,19,-380,1108,8200,8903,8467,9534,4.069336,1.075436,0.474365,0.468018
1449,-2386,-2237,-8767,651,-85,-333,0.465037,0.442660,-1.590453,0.193115,-0.005859,-0.070801,-2.148438,-1.789062,-1.988281,6179,25,-279,1137,8197,8941,8467,9532,4.069890,1.081079,0.474365,0.468018
1450,270,-2566,-9309,682,13,-429,0.465370,0.442728,-1.590519,0.200684,0.018066,-0.094238,-2.148438,-1.789062,-1.988281,6180,27,-284,1172,8167,8983,8496,9523,4.070424,1.086734,0.474121,0.468018
1451,777,-1498,-13612,335,453,-414,0.465551,0.442930,-1.590521,0.115967,0.125488,-0.090576,-2.148438,-1.789062,-1.988281,6180,84,-348,1206,8142,9006,8482,9513,4.070940,1.092404,0.474121,0.468018
1452,-2605,-2059,-11707,316,-196,-272,0.465581,0.442930,-1.590725,0.111328,-0.032959,-0.055908,-2.148438,-1.789062,-1.988281,6181,97,-233,1235,8126,9037,8474,9508,4.071436,1.098087,0.474121,0.468018
1453,68,-1888,-8608,150,-322,-159,0.465702,0.442795,-1.590791,0.070801,-0.063721,-0.028320,-2.148438,-1.789062,-1.988281,6181,133,-197,1257,8119,9063,8471,9537,4.071914,1.103783,0.474121,0.468262
1454,2728,-1141,-10974,-368,677,10,0.465642,0.442930,-1.590657,-0.055664,0.180176,0.012939,-2.148438,-1.789062,-1.988281,6181,223,-353,1271,8102,9084,8452,9528,4.072372,1.109493,0.474121,0.468262
1455,-664,-2537,-14190,-420,771,139,0.465582,0.443268,-1.590390,-0.068359,0.203125,0.044434,-2.148438,-1.789062,-1.988281,6181,251,-376,1277,8076,9095,8418,9526,4.072812,1.115217,0.474121,0.468018
1456,-1854,-2137,-8772,-276,183,217,0.465521,0.443268,-1.590119,-0.033203,0.059570,0.063477,-2.148438,-1.789062,-1.988281,6182,250,-286,1277,8089,9127,8418,9558,4.073233,1.120954,0.474121,0.468018
1457,1795,-1100,-8042,-710,1013,370,0.465370,0.443471,-1.589649,-0.139160,0.262207,0.100830,-2.058594,-1.839844,-1.988281,6182,331,-430,1267,8077,9123,8387,9564,4.073635,1.126705,0.474365,0.467773
1458,-1190,-2281,-12234,-826,1111,337,0.465219,0.443809,-1.589248,-0.167480,0.286133,0.092773,-2.058594,-1.839844,-1.988281,6182,370,-463,1255,8092,9138,8360,9586,4.074018,1.132469,0.474609,0.467529
